Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
80,2:11:01,,Tadakatsu MUKAE,17 OCT 1976,JPN,9,,Otsu (JPN),07 MAR 2004,1143,2004,0 days 02:11:01,7861,JPN,jp,:jp:,Japan,F
81,2:11:03,,Erick WAINAINA,19 DEC 1973,KEN,8,,Tokyo (JPN),08 FEB 2004,1143,2004,0 days 02:11:03,7863,KEN,ke,:ke:,Kenya,F
82,2:11:04,,Alberto CHAICA,17 SEP 1973,POR,8,,Seoul (KOR),14 MAR 2004,1143,2004,0 days 02:11:04,7864,PRT,pt,:pt:,,F
83,2:11:05,,Toshiya KATAYAMA,23 APR 1973,JPN,9,,Tokyo (JPN),08 FEB 2004,1142,2004,0 days 02:11:05,7865,JPN,jp,:jp:,Japan,F
84,2:11:07,,Jomo KORORIA,1980,KEN,2,,"Tempe, AZ (USA)",11 JAN 2004,1142,2004,0 days 02:11:07,7867,KEN,ke,:ke:,Kenya,F
85,2:11:10,,Ernest KIPYEGO,06 OCT 1978,KEN,2,,Leipzig (GER),25 APR 2004,1141,2004,0 days 02:11:10,7870,KEN,ke,:ke:,Kenya,F
86,2:11:13,,Nelson Kiprono LEBO,27 DEC 1977,KEN,1,,Sevilla (ESP),29 FEB 2004,1140,2004,0 days 02:11:13,7873,KEN,ke,:ke:,Kenya,F
86,2:11:13,,Migidio BOURIFA,31 JAN 1969,ITA,2,,Roma (ITA),28 MAR 2004,1140,2004,0 days 02:11:13,7873,ITA,it,:it:,Italy,F
86,2:11:13,,Luke KIBET,12 APR 1983,KEN,2,,Enschede (NED),16 MAY 2004,1140,2004,0 days 02:11:13,7873,KEN,ke,:ke:,Kenya,F
89,2:11:17,,Oleg BOLOKHOVETS,20 APR 1976,RUS,2,,Sevilla (ESP),29 FEB 2004,1139,2004,0 days 02:11:17,7877,RUS,ru,:ru:,Russian Federation,F
90,2:11:19,,Kamal ZIANI,20 FEB 1972,ESP,10,,Tokyo (JPN),08 FEB 2004,1138,2004,0 days 02:11:19,7879,ESP,es,:es:,Spain,F
90,2:11:19,,Johnstone Kipkorir CHEPKWONY,05 MAY 1984,KEN,2,,Brescia (ITA),14 MAR 2004,1138,2004,0 days 02:11:19,7879,KEN,ke,:ke:,Kenya,F
92,2:11:26,,Isaac Wanjohi MACHARIA,25 NOV 1978,KEN,9,,Berlin (GER),26 SEP 2004,1137,2004,0 days 02:11:26,7886,KEN,ke,:ke:,Kenya,F
93,2:11:28,,Romulo Wagner DA SILVA,26 MAY 1977,BRA,3,,Rotterdam (NED),04 APR 2004,1136,2004,0 days 02:11:28,7888,BRA,br,:br:,Brazil,F
94,2:11:29,,Mebrahtom KEFLEZIGHI,05 MAY 1975,USA,2,,"Olympic Stadium, Athina (GRE)",29 AUG 2004,1136,2004,0 days 02:11:29,7889,USA,us,:us:,United States,F
95,2:11:30,,Joseph Peter KADON,1970,KEN,3,,Sevilla (ESP),29 FEB 2004,1135,2004,0 days 02:11:30,7890,KEN,ke,:ke:,Kenya,F
96,2:11:32,,Yi-yong KIM,20 SEP 1973,KOR,6,,Seoul (KOR),07 NOV 2004,1135,2004,0 days 02:11:32,7892,KOR,kr,:kr:,"Korea, Republic of",F
97,2:11:37,,Satoshi IRIFUNE,14 DEC 1975,JPN,11,,Tokyo (JPN),08 FEB 2004,1134,2004,0 days 02:11:37,7897,JPN,jp,:jp:,Japan,F
98,2:11:42,,Alan CULPEPPER,15 SEP 1972,USA,1,,"Birmingham, AL (USA)",07 FEB 2004,1132,2004,0 days 02:11:42,7902,USA,us,:us:,United States,F
98,2:11:42,,Procopio FRANCO HERNÁNDEZ,08 JUL 1970,MEX,2,,Torreón (MEX),07 MAR 2004,1132,2004,0 days 02:11:42,7902,MEX,mx,:mx:,Mexico,F
98,2:11:42,,Ryuji TAKEI,18 MAY 1971,JPN,10,,Otsu (JPN),07 MAR 2004,1132,2004,0 days 02:11:42,7902,JPN,jp,:jp:,Japan,F
1,2:06:20,,Haile GEBRSELASSIE,18 APR 1973,ETH,1,,Amsterdam (NED),16 OCT 2005,1222,2005,0 days 02:06:20,7580,ETH,et,:et:,Ethiopia,F
2,2:07:02,,Felix LIMO,22 AUG 1980,KEN,1,,"Chicago, IL (USA)",09 OCT 2005,1210,2005,0 days 02:07:02,7622,KEN,ke,:ke:,Kenya,F
3,2:07:09,,Benjamin MAIYO,06 OCT 1978,KEN,2,,"Chicago, IL (USA)",09 OCT 2005,1208,2005,0 days 02:07:09,7629,KEN,ke,:ke:,Kenya,F
4,2:07:14,,Daniel NJENGA,07 MAY 1976,KEN,3,,"Chicago, IL (USA)",09 OCT 2005,1207,2005,0 days 02:07:14,7634,KEN,ke,:ke:,Kenya,F
5,2:07:26,,Martin Kiptolo LEL,29 OCT 1978,KEN,1,,London (GBR),17 APR 2005,1203,2005,0 days 02:07:26,7646,KEN,ke,:ke:,Kenya,F
6,2:07:28,,Evans RUTTO,08 APR 1978,KEN,4,,"Chicago, IL (USA)",09 OCT 2005,1203,2005,0 days 02:07:28,7648,KEN,ke,:ke:,Kenya,F
7,2:07:38,,Julio REY,13 JAN 1972,ESP,1,,Hamburg (GER),24 APR 2005,1200,2005,0 days 02:07:38,7658,ESP,es,:es:,Spain,F
8,2:07:41,,Toshinari TAKAOKA,24 SEP 1970,JPN,1,,Tokyo (JPN),13 FEB 2005,1199,2005,0 days 02:07:41,7661,JPN,jp,:jp:,Japan,F
8,2:07:41,,Philip MANYIM,24 MAR 1978,KEN,1,,Berlin (GER),25 SEP 2005,1199,2005,0 days 02:07:41,7661,KEN,ke,:ke:,Kenya,F
10,2:07:46,,Patrick Mutuku IVUTI,30 JUL 1978,KEN,5,,"Chicago, IL (USA)",09 OCT 2005,1198,2005,0 days 02:07:46,7666,KEN,ke,:ke:,Kenya,F
11,2:07:49,,Jaouad GHARIB,22 MAY 1972,MAR,2,,London (GBR),17 APR 2005,1197,2005,0 days 02:07:49,7669,MAR,ma,:ma:,Morocco,F
12,2:07:50,,Jimmy Mwangangi MUINDI,14 AUG 1973,KEN,1,,Rotterdam (NED),10 APR 2005,1196,2005,0 days 02:07:50,7670,KEN,ke,:ke:,Kenya,F
13,2:08:02,,Jackson KOECH,26 DEC 1978,KEN,2,,Rotterdam (NED),10 APR 2005,1193,2005,0 days 02:08:02,7682,KEN,ke,:ke:,Kenya,F
14,2:08:04,,Salim KIPSANG,22 DEC 1979,KEN,1,,Paris (FRA),10 APR 2005,1192,2005,0 days 02:08:04,7684,KEN,ke,:ke:,Kenya,F
15,2:08:17,,Paul Kipkemboi BIWOTT,18 APR 1978,KEN,2,,Paris (FRA),10 APR 2005,1189,2005,0 days 02:08:17,7697,KEN,ke,:ke:,Kenya,F
16,2:08:27,,William KIPLAGAT,21 JUN 1972,KEN,1,,Seoul (KOR),06 NOV 2005,1186,2005,0 days 02:08:27,7707,KEN,ke,:ke:,Kenya,F
17,2:08:29,,Wilfred Kibet KIGEN,23 FEB 1975,KEN,1,,Frankfurt (GER),30 OCT 2005,1185,2005,0 days 02:08:29,7709,KEN,ke,:ke:,Kenya,F
17,2:08:29,,Dmytri BARANOVSKIY,28 JUL 1979,UKR,1,,Fukuoka (JPN),04 DEC 2005,1185,2005,0 days 02:08:29,7709,UKR,ua,:ua:,Ukraine,F
19,2:08:30,,Jason MBOTE,05 JAN 1977,KEN,2,,Frankfurt (GER),30 OCT 2005,1185,2005,0 days 02:08:30,7710,KEN,ke,:ke:,Kenya,F
20,2:08:32,,Hendrick RAMAALA,02 FEB 1972,RSA,3,,London (GBR),17 APR 2005,1185,2005,0 days 02:08:32,7712,ZAF,za,:za:,,F
21,2:08:34,,Wilson Kipkemboi KIGEN,10 AUG 1980,KEN,3,,Frankfurt (GER),30 OCT 2005,1184,2005,0 days 02:08:34,7714,KEN,ke,:ke:,Kenya,F
22,2:08:36,,Charles Kibiwott SERONEI,08 AUG 1974,KEN,4,,Frankfurt (GER),30 OCT 2005,1184,2005,0 days 02:08:36,7716,KEN,ke,:ke:,Kenya,F
23,2:08:45,,Boniface USISIVU,05 SEP 1974,KEN,1,,Eindhoven (NED),09 OCT 2005,1181,2005,0 days 02:08:45,7725,KEN,ke,:ke:,Kenya,F
23,2:08:45,,Philip SINGOEI,31 DEC 1975,KEN,2,,Eindhoven (NED),09 OCT 2005,1181,2005,0 days 02:08:45,7725,KEN,ke,:ke:,Kenya,F
25,2:08:52,,Luke KIBET,12 APR 1983,KEN,3,,Eindhoven (NED),09 OCT 2005,1179,2005,0 days 02:08:52,7732,KEN,ke,:ke:,Kenya,F
26,2:08:53,,William KIPSANG,26 JUN 1977,KEN,1,,Seoul (KOR),13 MAR 2005,1179,2005,0 days 02:08:53,7733,KEN,ke,:ke:,Kenya,F
27,2:08:58,,Peter Kiplagat CHEBET,24 JUN 1976,KEN,2,,Berlin (GER),25 SEP 2005,1177,2005,0 days 02:08:58,7738,KEN,ke,:ke:,Kenya,F
27,2:08:58,,Daniel YEGO,28 AUG 1979,KEN,2,,Amsterdam (NED),16 OCT 2005,1177,2005,0 days 02:08:58,7738,KEN,ke,:ke:,Kenya,F
29,2:09:00,,Joseph RIRI,1973,KEN,1,,Otsu (JPN),06 MAR 2005,1177,2005,0 days 02:09:00,7740,KEN,ke,:ke:,Kenya,F
30,2:09:03,,José RÍOS,15 MAR 1974,ESP,2,,Otsu (JPN),06 MAR 2005,1176,2005,0 days 02:09:03,7743,ESP,es,:es:,Spain,F
30,2:09:03,,Abdelkader EL MOUAZIZ,1969,MAR,4,,London (GBR),17 APR 2005,1176,2005,0 days 02:09:03,7743,MAR,ma,:ma:,Morocco,F
32,2:09:09,,John Ekiru KELAI,29 DEC 1976,KEN,4,,Eindhoven (NED),09 OCT 2005,1174,2005,0 days 02:09:09,7749,KEN,ke,:ke:,Kenya,F
33,2:09:10,,Michitaka HOSOKAWA,26 APR 1976,JPN,3,,Otsu (JPN),06 MAR 2005,1174,2005,0 days 02:09:10,7750,JPN,jp,:jp:,Japan,F
33,2:09:10,,Joshua CHELANGA,07 APR 1973,KEN,4,,Berlin (GER),25 SEP 2005,1174,2005,0 days 02:09:10,7750,KEN,ke,:ke:,Kenya,F
35,2:09:13,,Wataru OKUTANI,09 JAN 1975,JPN,4,,Otsu (JPN),06 MAR 2005,1173,2005,0 days 02:09:13,7753,JPN,jp,:jp:,Japan,F
36,2:09:17,,Tesfaye TOLA,19 OCT 1974,ETH,3,,Amsterdam (NED),16 OCT 2005,1172,2005,0 days 02:09:17,7757,ETH,et,:et:,Ethiopia,F
37,2:09:18,,Yuko MATSUMIYA,21 FEB 1980,JPN,5,,Otsu (JPN),06 MAR 2005,1172,2005,0 days 02:09:18,7758,JPN,jp,:jp:,Japan,F
38,2:09:20,,Noah BOR,28 JUL 1977,KEN,5,,Eindhoven (NED),09 OCT 2005,1171,2005,0 days 02:09:20,7760,KEN,ke,:ke:,Kenya,F
39,2:09:21,,Thomas CHEMITEI,22 MAY 1978,KEN,6,,Eindhoven (NED),09 OCT 2005,1171,2005,0 days 02:09:21,7761,KEN,ke,:ke:,Kenya,F
40,2:09:22,,Laban KIPKEMBOI,30 DEC 1977,KEN,6,,"Chicago, IL (USA)",09 OCT 2005,1171,2005,0 days 02:09:22,7762,KEN,ke,:ke:,Kenya,F
41,2:09:24,,Gashaw MELESE ASFAW,26 SEP 1978,ETH,3,,Paris (FRA),10 APR 2005,1170,2005,0 days 02:09:24,7764,ETH,et,:et:,Ethiopia,F
42,2:09:25,,Stefano BALDINI,25 MAY 1971,ITA,5,,London (GBR),17 APR 2005,1170,2005,0 days 02:09:25,7765,ITA,it,:it:,Italy,F
43,2:09:27,,Elijah MUTAI CHEM,01 APR 1978,KEN,1,,Chuncheon (KOR),23 OCT 2005,1169,2005,0 days 02:09:27,7767,KEN,ke,:ke:,Kenya,F
44,2:09:31,,Jon BROWN,27 FEB 1971,GBR,6,,London (GBR),17 APR 2005,1168,2005,0 days 02:09:31,7771,GBR,gb,:gb:,United Kingdom,F
45,2:09:35,,Mark SAINA,10 NOV 1970,KEN,1,,"Los Angeles, CA (USA)",06 MAR 2005,1167,2005,0 days 02:09:35,7775,KEN,ke,:ke:,Kenya,F
46,2:09:46,,Gudisa SHENTAMA,19 JUN 1980,ETH,4,,Rotterdam (NED),10 APR 2005,1164,2005,0 days 02:09:46,7786,ETH,et,:et:,Ethiopia,F
47,2:09:48,,Atsushi FUJITA,06 NOV 1976,JPN,3,,Fukuoka (JPN),04 DEC 2005,1164,2005,0 days 02:09:48,7788,JPN,jp,:jp:,Japan,F
48,2:09:58,,Satoshi IRIFUNE,14 DEC 1975,JPN,1,,Beppu (JPN),06 FEB 2005,1161,2005,0 days 02:09:58,7798,JPN,jp,:jp:,Japan,F
49,2:09:59,,Hélder ORNELAS,06 MAY 1974,POR,1,,Milano (ITA),04 DEC 2005,1160,2005,0 days 02:09:59,7799,PRT,pt,:pt:,,F
50,2:10:05,,Leonid SHVETSOV,28 MAR 1969,RUS,5,,Frankfurt (GER),30 OCT 2005,1159,2005,0 days 02:10:05,7805,RUS,ru,:ru:,Russian Federation,F
51,2:10:10,,Takashi TOKUNAGA,06 JUN 1981,JPN,6,,Otsu (JPN),06 MAR 2005,1157,2005,0 days 02:10:10,7810,JPN,jp,:jp:,Japan,F
51,2:10:10,,Joseph NGOLEPUS,10 APR 1975,KEN,5,,Berlin (GER),25 SEP 2005,1157,2005,0 days 02:10:10,7810,KEN,ke,:ke:,Kenya,F
53,2:10:11,,Mola SHIMELIS,1982,ETH,6,,Berlin (GER),25 SEP 2005,1157,2005,0 days 02:10:11,7811,ETH,et,:et:,Ethiopia,F
54,2:10:12,,Toshiya KATAYAMA,23 APR 1973,JPN,7,,Otsu (JPN),06 MAR 2005,1157,2005,0 days 02:10:12,7812,JPN,jp,:jp:,Japan,F
54,2:10:12,,Teferi WODAJO,27 JAN 1982,ETH,7,,Eindhoven (NED),09 OCT 2005,1157,2005,0 days 02:10:12,7812,ETH,et,:et:,Ethiopia,F
54,2:10:12,,Joel RONO,1977,KEN,8,,Eindhoven (NED),09 OCT 2005,1157,2005,0 days 02:10:12,7812,KEN,ke,:ke:,Kenya,F
57,2:10:13,,Daniel Kiplagat CHERIBO,1981,KEN,5,,Paris (FRA),10 APR 2005,1157,2005,0 days 02:10:13,7813,KEN,ke,:ke:,Kenya,F
58,2:10:14,,Christopher CHEBOIBOCH,03 MAR 1977,KEN,5,,Rotterdam (NED),10 APR 2005,1156,2005,0 days 02:10:14,7814,KEN,ke,:ke:,Kenya,F
59,2:10:17,,Stanley LELEITO,15 JUN 1984,KEN,1,,Zürich (SUI),03 APR 2005,1156,2005,0 days 02:10:17,7817,KEN,ke,:ke:,Kenya,F
60,2:10:21,,Christopher ISEGWE,22 FEB 1976,TAN,2,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1154,2005,0 days 02:10:21,7821,TZA,tz,:tz:,,F
61,2:10:23,,Toshinari SUWA,29 JAN 1977,JPN,7,,London (GBR),17 APR 2005,1154,2005,0 days 02:10:23,7823,JPN,jp,:jp:,Japan,F
62,2:10:25,,Patrick TAMBWÉ,05 MAY 1975,COD,6,,Paris (FRA),10 APR 2005,1153,2005,0 days 02:10:25,7825,COD,cd,:cd:,"Congo, The Democratic Republic of the",F
63,2:10:31,,Rodgers ROP,16 FEB 1976,KEN,7,,Paris (FRA),10 APR 2005,1152,2005,0 days 02:10:31,7831,KEN,ke,:ke:,Kenya,F
64,2:10:34,,Erick NZIOKI,1979,KEN,2,,Zürich (SUI),03 APR 2005,1151,2005,0 days 02:10:34,7834,KEN,ke,:ke:,Kenya,F
64,2:10:34,,Timothy CHERIGAT,29 DEC 1976,KEN,8,,"Chicago, IL (USA)",09 OCT 2005,1151,2005,0 days 02:10:34,7834,KEN,ke,:ke:,Kenya,F
66,2:10:40,,Ashebir Jate DEMISSIE,1977,ETH,3,,Hamburg (GER),24 APR 2005,1149,2005,0 days 02:10:40,7840,ETH,et,:et:,Ethiopia,F
67,2:10:42,,Steven CHEPTOT MATEBO,30 MAR 1974,KEN,1,,Praha (CZE),22 MAY 2005,1149,2005,0 days 02:10:42,7842,KEN,ke,:ke:,Kenya,F
68,2:10:45,,Getuli AMNAAY BAYO,07 JUN 1980,TAN,3,,Zürich (SUI),03 APR 2005,1148,2005,0 days 02:10:45,7845,TZA,tz,:tz:,,F
69,2:10:48,,Migidio BOURIFA,31 JAN 1969,ITA,1,,Trieste (ITA),08 MAY 2005,1147,2005,0 days 02:10:48,7848,ITA,it,:it:,Italy,F
70,2:10:49,,Degene GUTA,05 AUG 1981,ETH,1,,Dubai (UAE),06 JAN 2005,1147,2005,0 days 02:10:49,7849,ETH,et,:et:,Ethiopia,F
71,2:10:51,,Zebedaiyo BAYO,20 MAY 1976,TAN,2,,Tokyo (JPN),13 FEB 2005,1146,2005,0 days 02:10:51,7851,TZA,tz,:tz:,,F
72,2:10:52,,Bernard BARMASAI,06 MAY 1974,KEN,4,,Amsterdam (NED),16 OCT 2005,1146,2005,0 days 02:10:52,7852,KEN,ke,:ke:,Kenya,F
73,2:10:53,,Michael Kosgei ROTICH,29 OCT 1982,KEN,7,,Berlin (GER),25 SEP 2005,1146,2005,0 days 02:10:53,7853,KEN,ke,:ke:,Kenya,F
73,2:10:53,,Sammy Kipchoge KORIR,12 DEC 1971,KEN,9,,"Chicago, IL (USA)",09 OCT 2005,1146,2005,0 days 02:10:53,7853,KEN,ke,:ke:,Kenya,F
75,2:10:59,,Isaac Wanjohi MACHARIA,25 NOV 1978,KEN,1,,Nagano (JPN),17 APR 2005,1144,2005,0 days 02:10:59,7859,KEN,ke,:ke:,Kenya,F
76,2:11:00,,Viktor RÖTHLIN,14 OCT 1974,SUI,4,,Zürich (SUI),03 APR 2005,1144,2005,0 days 02:11:00,7860,CHE,ch,:ch:,,F
77,2:11:06,,El Hassan LAHSSINI,01 JAN 1975,FRA,8,,Paris (FRA),10 APR 2005,1142,2005,0 days 02:11:06,7866,FRA,fr,:fr:,France,F
78,2:11:07,,Titus MUNJI,20 DEC 1979,KEN,7,,Rotterdam (NED),10 APR 2005,1142,2005,0 days 02:11:07,7867,KEN,ke,:ke:,Kenya,F
79,2:11:13,,Ruggero PERTILE,08 AUG 1974,ITA,8,,Otsu (JPN),06 MAR 2005,1140,2005,0 days 02:11:13,7873,ITA,it,:it:,Italy,F
79,2:11:13,,Danilo GOFFI,03 DEC 1972,ITA,1,,Torino (ITA),17 APR 2005,1140,2005,0 days 02:11:13,7873,ITA,it,:it:,Italy,F
81,2:11:16,,Francesco BENNICI,03 OCT 1971,ITA,2,,Torino (ITA),17 APR 2005,1139,2005,0 days 02:11:16,7876,ITA,it,:it:,Italy,F
81,2:11:16,,Tsuyoshi OGATA,11 MAY 1973,JPN,3,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1139,2005,0 days 02:11:16,7876,JPN,jp,:jp:,Japan,F
83,2:11:19,,Gert THYS,12 NOV 1971,RSA,2,,Seoul (KOR),13 MAR 2005,1138,2005,0 days 02:11:19,7879,ZAF,za,:za:,,F
84,2:11:20,,Dmitriy BURMAKIN,08 JAN 1981,RUS,5,,Zürich (SUI),03 APR 2005,1138,2005,0 days 02:11:20,7880,RUS,ru,:ru:,Russian Federation,F
84,2:11:20,,Grigoriy ANDREYEV,07 JAN 1976,RUS,2,,Nagano (JPN),17 APR 2005,1138,2005,0 days 02:11:20,7880,RUS,ru,:ru:,Russian Federation,F
86,2:11:22,,Joseph Peter KADON,1970,KEN,6,,Zürich (SUI),03 APR 2005,1138,2005,0 days 02:11:22,7882,KEN,ke,:ke:,Kenya,F
87,2:11:24,,Willy CHERUIYOT,02 AUG 1974,KEN,2,,Dubai (UAE),06 JAN 2005,1137,2005,0 days 02:11:24,7884,KEN,ke,:ke:,Kenya,F
88,2:11:26,,Gidem AMAHA,16 SEP 1977,ETH,3,,Dubai (UAE),06 JAN 2005,1137,2005,0 days 02:11:26,7886,ETH,et,:et:,Ethiopia,F
89,2:11:28,,Johnstone Kipkorir CHEPKWONY,05 MAY 1984,KEN,4,,Dubai (UAE),06 JAN 2005,1136,2005,0 days 02:11:28,7888,KEN,ke,:ke:,Kenya,F
89,2:11:28,,Paul Kiprop KIRUI,05 FEB 1980,KEN,2,,Milano (ITA),04 DEC 2005,1136,2005,0 days 02:11:28,7888,KEN,ke,:ke:,Kenya,F
91,2:11:32,,Tomoaki KUNICHIKA,22 APR 1973,JPN,3,,Seoul (KOR),13 MAR 2005,1135,2005,0 days 02:11:32,7892,JPN,jp,:jp:,Japan,F
92,2:11:36,,Scott WESTCOTT,25 SEP 1975,AUS,2,,Beppu (JPN),06 FEB 2005,1134,2005,0 days 02:11:36,7896,AUS,au,:au:,Australia,F
92,2:11:36,,Chol RI-KYONG,08 MAR 1979,PRK,1,,Pyongyang (PRK),10 APR 2005,1134,2005,0 days 02:11:36,7896,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
94,2:11:38,,Paul TERGAT,17 JUN 1969,KEN,8,,London (GBR),17 APR 2005,1133,2005,0 days 02:11:38,7898,KEN,ke,:ke:,Kenya,F
95,2:11:39,,August Mbusuyo KAVUTU,1977,KEN,5,,Dubai (UAE),06 JAN 2005,1133,2005,0 days 02:11:39,7899,KEN,ke,:ke:,Kenya,F
96,2:11:40,,David Omiti MAKORI,06 NOV 1973,KEN,3,,Torino (ITA),17 APR 2005,1133,2005,0 days 02:11:40,7900,KEN,ke,:ke:,Kenya,F
97,2:11:41,,Ambesse TOLOSSA,28 AUG 1977,ETH,9,,Paris (FRA),10 APR 2005,1132,2005,0 days 02:11:41,7901,ETH,et,:et:,Ethiopia,F
98,2:11:42,,Yusuf SONGOKA,05 FEB 1979,KEN,8,,Rotterdam (NED),10 APR 2005,1132,2005,0 days 02:11:42,7902,KEN,ke,:ke:,Kenya,F
98,2:11:42,,Andrew LETHERBY,19 SEP 1973,AUS,8,,Berlin (GER),25 SEP 2005,1132,2005,0 days 02:11:42,7902,AUS,au,:au:,Australia,F
100,2:11:47,,George Onwonga OKWORO,12 MAY 1979,KEN,1,,Torreón (MEX),06 MAR 2005,1131,2005,0 days 02:11:47,7907,KEN,ke,:ke:,Kenya,F
1,2:03:38,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,1,,Berlin (GER),25 SEP 2011,1268,2011,0 days 02:03:38,7418,KEN,ke,:ke:,Kenya,F
2,2:03:42,,Wilson Kipsang KIPROTICH,15 MAR 1982,KEN,1,,Frankfurt (GER),30 OCT 2011,1267,2011,0 days 02:03:42,7422,KEN,ke,:ke:,Kenya,F
3,2:04:40,,Emmanuel MUTAI,12 OCT 1984,KEN,1,,London (GBR),17 APR 2011,1250,2011,0 days 02:04:40,7480,KEN,ke,:ke:,Kenya,F
4,2:05:06,,Geoffrey MUTAI,07 OCT 1981,KEN,1,,"New York, NY (USA)",06 NOV 2011,1243,2011,0 days 02:05:06,7506,KEN,ke,:ke:,Kenya,F
5,2:05:16,,Levi Omari MATEBO,03 NOV 1989,KEN,2,,Frankfurt (GER),30 OCT 2011,1240,2011,0 days 02:05:16,7516,KEN,ke,:ke:,Kenya,F
6,2:05:25,,Albert Kiplagat MATEBOR,25 DEC 1980,KEN,3,,Frankfurt (GER),30 OCT 2011,1237,2011,0 days 02:05:25,7525,KEN,ke,:ke:,Kenya,F
7,2:05:27,,Wilson Kwambai CHEBET,12 JUL 1985,KEN,1,,Rotterdam (NED),10 APR 2011,1237,2011,0 days 02:05:27,7527,KEN,ke,:ke:,Kenya,F
8,2:05:33,,Vincent KIPRUTO,13 SEP 1987,KEN,2,,Rotterdam (NED),10 APR 2011,1235,2011,0 days 02:05:33,7533,KEN,ke,:ke:,Kenya,F
9,2:05:37,,Moses MOSOP,07 JUL 1985,KEN,1,,"Chicago, IL (USA)",09 OCT 2011,1234,2011,0 days 02:05:37,7537,KEN,ke,:ke:,Kenya,F
10,2:05:45,,Martin Kiptolo LEL,29 OCT 1978,KEN,2,,London (GBR),17 APR 2011,1232,2011,0 days 02:05:45,7545,KEN,ke,:ke:,Kenya,F
11,2:05:48,,Jafred Chirchir KIPCHUMBA,08 AUG 1983,KEN,1,,Eindhoven (NED),09 OCT 2011,1231,2011,0 days 02:05:48,7548,KEN,ke,:ke:,Kenya,F
12,2:06:05,,Laban Kipngetich KORIR,30 JUN 1985,KEN,2,,Amsterdam (NED),16 OCT 2011,1226,2011,0 days 02:06:05,7565,KEN,ke,:ke:,Kenya,F
13,2:06:07,,Eric NDIEMA,28 DEC 1992,KEN,3,,Amsterdam (NED),16 OCT 2011,1225,2011,0 days 02:06:07,7567,KEN,ke,:ke:,Kenya,F
13,2:06:07,,Philip Sanga KIMUTAI,10 SEP 1983,KEN,4,,Frankfurt (GER),30 OCT 2011,1225,2011,0 days 02:06:07,7567,KEN,ke,:ke:,Kenya,F
15,2:06:15,,Wesley KORIR,15 NOV 1982,KEN,2,,"Chicago, IL (USA)",09 OCT 2011,1223,2011,0 days 02:06:15,7575,KEN,ke,:ke:,Kenya,F
16,2:06:28,,Nathaniel KIPKOSGEI,01 SEP 1984,KEN,2,,Eindhoven (NED),09 OCT 2011,1220,2011,0 days 02:06:28,7588,KEN,ke,:ke:,Kenya,F
17,2:06:29,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,3,,"Chicago, IL (USA)",09 OCT 2011,1219,2011,0 days 02:06:29,7589,KEN,ke,:ke:,Kenya,F
17,2:06:29,,Robert Kiprono CHERUIYOT,10 AUG 1988,KEN,5,,Frankfurt (GER),30 OCT 2011,1219,2011,0 days 02:06:29,7589,KEN,ke,:ke:,Kenya,F
19,2:06:31,,Benjamin KIPTOO,10 JAN 1979,KEN,1,,Paris (FRA),10 APR 2011,1219,2011,0 days 02:06:31,7591,KEN,ke,:ke:,Kenya,F
19,2:06:31,,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,6,,Frankfurt (GER),30 OCT 2011,1219,2011,0 days 02:06:31,7591,KEN,ke,:ke:,Kenya,F
21,2:06:34,,Marilson GOMES DOS SANTOS,06 AUG 1977,BRA,4,,London (GBR),17 APR 2011,1218,2011,0 days 02:06:34,7594,BRA,br,:br:,Brazil,F
21,2:06:34,,Nicholas Manza KAMAKYA,02 MAR 1985,KEN,4,,Amsterdam (NED),16 OCT 2011,1218,2011,0 days 02:06:34,7594,KEN,ke,:ke:,Kenya,F
23,2:06:48,,Michael KIPYEGO,02 OCT 1983,KEN,3,,Eindhoven (NED),09 OCT 2011,1214,2011,0 days 02:06:48,7608,KEN,ke,:ke:,Kenya,F
24,2:06:53,,Elijah KEITANY,18 OCT 1983,KEN,5,,Amsterdam (NED),16 OCT 2011,1212,2011,0 days 02:06:53,7613,KEN,ke,:ke:,Kenya,F
25,2:06:54,,Paul Kipkemboi BIWOTT,18 APR 1978,KEN,6,,Amsterdam (NED),16 OCT 2011,1212,2011,0 days 02:06:54,7614,KEN,ke,:ke:,Kenya,F
26,2:07:03,,Stanley Kipleting BIWOTT,21 APR 1986,KEN,1,,Chuncheon (KOR),23 OCT 2011,1210,2011,0 days 02:07:03,7623,KEN,ke,:ke:,Kenya,F
27,2:07:04,,Bekana DABA,29 JUL 1988,ETH,1,,"Houston, TX (USA)",30 JAN 2011,1209,2011,0 days 02:07:04,7624,ETH,et,:et:,Ethiopia,F
28,2:07:07,,Benson Kipchumba BARUS,04 JUL 1980,KEN,1,,Praha (CZE),08 MAY 2011,1209,2011,0 days 02:07:07,7627,KEN,ke,:ke:,Kenya,F
