Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
4,2:21:11,,Chunxiu ZHOU,15 NOV 1978,CHN,2,,Beijing (CHN),16 OCT 2005,1221
5,2:21:25,,Deena KASTOR,14 FEB 1973,USA,1,,"Chicago, IL (USA)",09 OCT 2005,1219
6,2:21:30,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,2,,"Chicago, IL (USA)",09 OCT 2005,1218
7,2:22:01,,Catherine NDEREBA,21 JUL 1972,KEN,2,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1213
8,2:22:56,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,1,,Osaka (JPN),30 JAN 2005,1203
9,2:23:30,,Derartu TULU,21 MAR 1972,ETH,4,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1198
10,2:23:59,,Mari OZAKI,16 JUL 1975,JPN,2,,Osaka (JPN),30 JAN 2005,1193
11,2:24:00,,Susan CHEPKEMEI,25 JUN 1975,KEN,3,,London (GBR),17 APR 2005,1193
12,2:24:19,,Yumiko HARA,09 JAN 1982,JPN,1,,Nagoya (JPN),13 MAR 2005,1189
13,2:24:22,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,7,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1189
14,2:24:25,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,2,,Nagoya (JPN),13 MAR 2005,1188
15,2:24:39,,Naoko TAKAHASHI,06 MAY 1972,JPN,1,,Tokyo (JPN),20 NOV 2005,1186
16,2:24:54,,Ryoko KITAJIMA-EDA,12 JUN 1976,JPN,3,,Nagoya (JPN),13 MAR 2005,1183
17,2:25:12,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,1,,Frankfurt (GER),30 OCT 2005,1180
18,2:25:15,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,2,,Tokyo (JPN),20 NOV 2005,1180
19,2:25:21,,Yasuko HASHIMOTO,12 AUG 1975,JPN,4,,Nagoya (JPN),13 MAR 2005,1179
20,2:25:22,,Margaret OKAYO,30 MAY 1976,KEN,4,,London (GBR),17 APR 2005,1179
21,2:25:46,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,8,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1175
21,2:25:46,,Masako CHIBA,18 JUL 1976,JPN,1,,Sapporo (JPN),28 AUG 2005,1175
23,2:25:55,,Yanan WEI,06 DEC 1981,CHN,2,,Seoul (KOR),13 MAR 2005,1173
24,2:26:02,,Kiyomi OGAWA,15 SEP 1981,JPN,5,,Nagoya (JPN),13 MAR 2005,1172
25,2:26:11,,Lyubov DENISOVA,06 OCT 1971,RUS,1,,"Los Angeles, CA (USA)",06 MAR 2005,1171
26,2:26:14,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,9,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1170
26,2:26:14,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,2,,Sapporo (JPN),28 AUG 2005,1170
28,2:26:26,,Marleen RENDERS,24 DEC 1968,BEL,2,,Frankfurt (GER),30 OCT 2005,1168
29,2:26:29,,Lyudmila PETROVA,07 OCT 1968,RUS,5,,London (GBR),17 APR 2005,1168
30,2:26:32,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,6,,London (GBR),17 APR 2005,1167
31,2:26:46,,Luminita ZAITUC,09 OCT 1968,GER,1,,Düsseldorf (GER),08 MAY 2005,1165
32,2:26:50,,Madaí PÉREZ,02 FEB 1980,MEX,11,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1164
32,2:26:50,,Elfinesh ALEMU,15 MAR 1975,ETH,3,,Tokyo (JPN),20 NOV 2005,1164
34,2:26:55,,Miki OYAMA,22 OCT 1979,JPN,4,,Osaka (JPN),30 JAN 2005,1163
34,2:26:55,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,4,,Tokyo (JPN),20 NOV 2005,1163
36,2:27:01,,Lidia ŞIMON,04 SEP 1973,ROU,5,,Osaka (JPN),30 JAN 2005,1162
36,2:27:01,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,1,,Paris (FRA),10 APR 2005,1162
36,2:27:01,,Joyce CHEPCHUMBA,06 NOV 1970,KEN,7,,London (GBR),17 APR 2005,1162
39,2:27:06,,Edith MASAI,04 APR 1967,KEN,1,,Hamburg (GER),24 APR 2005,1161
40,2:27:14,,Galina KARNATSEVICH,02 NOV 1969,BLR,12,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1160
41,2:27:18,,Florence BARSOSIO,11 AUG 1976,KEN,2,,Paris (FRA),10 APR 2005,1159
42,2:27:22,,Chieko YAMAZAKI,28 MAY 1977,JPN,6,,Nagoya (JPN),13 MAR 2005,1159
43,2:27:35,,Weiwei SUN,13 JAN 1985,CHN,3,,Beijing (CHN),16 OCT 2005,1157
44,2:27:36,,Lornah KIPLAGAT,01 MAY 1974,NED,1,,Rotterdam (NED),10 APR 2005,1156
45,2:27:38,,Asha GIGI,15 OCT 1973,ETH,3,,Paris (FRA),10 APR 2005,1156
45,2:27:38,,Mara YAMAUCHI,13 AUG 1973,GBR,5,,Tokyo (JPN),20 NOV 2005,1156
47,2:27:40,,Yoko SHIBUI,14 MAR 1979,JPN,7,,Nagoya (JPN),13 MAR 2005,1156
48,2:27:41,,Shujing ZHANG,13 SEP 1978,CHN,4,,Beijing (CHN),16 OCT 2005,1156
49,2:27:46,,Dorota GRUCA,05 DEC 1970,POL,13,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1155
50,2:28:04,,Rosaria CONSOLE,17 DEC 1979,ITA,4,,Paris (FRA),10 APR 2005,1152
51,2:28:07,,Hiromi OMINAMI,15 NOV 1975,JPN,6,,Osaka (JPN),30 JAN 2005,1151
52,2:28:21,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Nagano (JPN),17 APR 2005,1149
53,2:28:27,,Askale Magarsa TAFA,27 SEP 1984,ETH,3,,Berlin (GER),25 SEP 2005,1148
54,2:28:34,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,7,,Osaka (JPN),30 JAN 2005,1147
55,2:28:40,,Colleen DE REUCK,13 APR 1964,USA,4,,"Chicago, IL (USA)",09 OCT 2005,1146
56,2:28:42,,Salina Jebet KOSGEI,16 NOV 1976,KEN,1,,Praha (CZE),22 MAY 2005,1145
57,2:28:46,,Małgorzata SOBAŃSKA,25 APR 1969,POL,2,,Hamburg (GER),24 APR 2005,1145
58,2:28:48,,Corinne RAUX,16 AUG 1976,FRA,5,,Paris (FRA),10 APR 2005,1144
59,2:28:50,,Eri HAYAKAWA,15 NOV 1981,JPN,5,,"Chicago, IL (USA)",09 OCT 2005,1144
60,2:29:00,,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,1,,Torreón (MEX),06 MAR 2005,1142
61,2:29:01,,Sonia O'SULLIVAN,28 NOV 1969,IRL,8,,London (GBR),17 APR 2005,1142
62,2:29:10,,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,6,,"Chicago, IL (USA)",09 OCT 2005,1141
63,2:29:15,,Chika HORIE,15 FEB 1981,JPN,3,,Sapporo (JPN),28 AUG 2005,1140
64,2:29:18,,Helena JAVORNIK,26 MAR 1966,SLO,3,,Seoul (KOR),13 MAR 2005,1140
65,2:29:30,,Robe GUTA,12 OCT 1986,ETH,3,,Frankfurt (GER),30 OCT 2005,1138
66,2:29:43,,Yong-Ok JONG,24 JAN 1981,PRK,14,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1135
67,2:29:44,,Irina PERMITINA,03 FEB 1968,RUS,6,,Paris (FRA),10 APR 2005,1135
68,2:29:45,,Mary PTIKANY,1978,KEN,4,,Frankfurt (GER),30 OCT 2005,1135
69,2:29:49,,Claudia DREHER,02 MAY 1971,GER,3,,Hamburg (GER),24 APR 2005,1134
70,2:29:54,,Workenesh TOLA,06 JUN 1977,ETH,4,,Seoul (KOR),13 MAR 2005,1134
71,2:29:56,,Lyudmyla PUSKINA,02 OCT 1965,UKR,1,,"Columbus, OH (USA)",16 OCT 2005,1133
72,2:30:01,,Kathy BUTLER,22 OCT 1973,GBR,7,,"Chicago, IL (USA)",09 OCT 2005,1132
73,2:30:03,,Lyudmila KORCHAGINA,26 JUL 1971,CAN,1,,"Dallas, TX (USA)",11 DEC 2005,1132
74,2:30:06,,Kutre DULECHA,22 AUG 1978,ETH,1,,Amsterdam (NED),16 OCT 2005,1132
75,2:30:11,,Irina TIMOFEYEVA,05 APR 1970,RUS,7,,Paris (FRA),10 APR 2005,1131
76,2:30:14,,Larisa ZYUZKO,27 APR 1969,RUS,2,,Praha (CZE),22 MAY 2005,1130
77,2:30:15,,Mizuho NASUKAWA,22 NOV 1979,JPN,8,,Osaka (JPN),30 JAN 2005,1130
78,2:30:24,,Olesya NURGALIEVA,09 JAN 1976,RUS,1,,"Honolulu, HI (USA)",11 DEC 2005,1129
79,2:30:41,,Beatrice OMWANZA,24 FEB 1974,KEN,1,,Torino (ITA),17 APR 2005,1126
80,2:30:45,,Anastasia Njambi NDEREBA,27 SEP 1974,KEN,9,,Osaka (JPN),30 JAN 2005,1125
81,2:30:48,,Dire TUNE,19 JUN 1985,ETH,4,,"Los Angeles, CA (USA)",06 MAR 2005,1125
82,2:30:54,,Mulu SEBOKA,25 SEP 1984,ETH,9,,London (GBR),17 APR 2005,1124
83,2:31:03,,Tatyana PETROVA,08 APR 1983,RUS,8,,"Chicago, IL (USA)",09 OCT 2005,1122
84,2:31:05,,Tetyana POZDNYAKOVA,04 MAR 1956,UKR,5,,"Los Angeles, CA (USA)",06 MAR 2005,1122
85,2:31:16,,Takami OMINAMI,15 NOV 1975,JPN,8,,Nagoya (JPN),13 MAR 2005,1120
86,2:31:22,,Alina IVANOVA,16 MAR 1969,RUS,4,,Hamburg (GER),24 APR 2005,1119
87,2:31:23,,Margaret Karie TOROITICH,29 DEC 1979,KEN,2,,Torreón (MEX),06 MAR 2005,1119
88,2:31:26,,Svetlana PONOMARENKO,28 NOV 1969,RUS,5,,Frankfurt (GER),30 OCT 2005,1119
89,2:31:27,,Ana DIAS,15 JAN 1974,POR,2,,Rotterdam (NED),10 APR 2005,1118
90,2:31:28,,Hellen Cherono KOSKEI,22 FEB 1984,KEN,3,,Praha (CZE),22 MAY 2005,1118
91,2:31:41,,Jung-hee OH,04 DEC 1978,KOR,6,,Seoul (KOR),13 MAR 2005,1116
92,2:31:43,,Olivera JEVTIĆ,24 JUL 1977,SCG,10,,Osaka (JPN),30 JAN 2005,1116
93,2:31:46,,Bong-Sil HAM,24 JUL 1974,PRK,1,,Pyongyang (PRK),10 APR 2005,1115
94,2:31:51,,Yanyan DAI,08 JAN 1980,CHN,5,,Beijing (CHN),16 OCT 2005,1114
95,2:31:53,,Lidiya VASILEVSKAYA,01 APR 1973,RUS,1,,Ottawa (CAN),28 MAY 2005,1114
96,2:31:54,,Adriana FERNÁNDEZ MIRANDA,04 APR 1971,MEX,1,,"Las Vegas, NV (USA)",04 DEC 2005,1114
96,2:31:54,,Galina BOGOMOLOVA,15 OCT 1977,RUS,2,,"Las Vegas, NV (USA)",04 DEC 2005,1114
98,2:31:57,,Nuţa OLARU,28 AUG 1970,ROU,4,,"Las Vegas, NV (USA)",04 DEC 2005,1113
99,2:32:11,,Kazue OGOSHI,02 MAR 1981,JPN,11,,Osaka (JPN),30 JAN 2005,1111
100,2:32:14,,Rie MATSUOKA,09 MAR 1977,JPN,7,,Tokyo (JPN),20 NOV 2005,1111
1,2:19:57,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,1,,"Chicago, IL (USA)",13 OCT 2013,1234
2,2:20:15,,Prisca JEPTOO,24 JUN 1984,KEN,1,,London (GBR),21 APR 2013,1231
3,2:20:48,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,2,,"Chicago, IL (USA)",13 OCT 2013,1225
4,2:21:06,,Boru Feyse TADESE,19 NOV 1988,ETH,1,,Paris (FRA),07 APR 2013,1222
5,2:21:13,,Florence KIPLAGAT,27 FEB 1987,KEN,1,,Berlin (GER),29 SEP 2013,1221
6,2:21:32,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,,London (GBR),21 APR 2013,1218
7,2:22:28,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,,Berlin (GER),29 SEP 2013,1208
8,2:22:34,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Frankfurt (GER),27 OCT 2013,1207
9,2:23:00,,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,2,,Frankfurt (GER),27 OCT 2013,1203
10,2:23:01,,Birhane DIBABA,11 SEP 1993,ETH,3,,Frankfurt (GER),27 OCT 2013,1202
11,2:23:02,,Valentine KIPKETER,05 JAN 1993,KEN,1,,Amsterdam (NED),20 OCT 2013,1202
12,2:23:14,,Merima MOHAMMED,10 JUN 1992,ETH,2,,Paris (FRA),07 APR 2013,1200
13,2:23:23,,Tirfi TSEGAYE,25 NOV 1984,ETH,1,,Dubai (UAE),25 JAN 2013,1199
13,2:23:23,,Mamitu DASKA,16 OCT 1983,ETH,4,,Frankfurt (GER),27 OCT 2013,1199
15,2:23:28,,Margaret AGAI,10 JUN 1988,KEN,1,,Daegu (KOR),14 APR 2013,1198
15,2:23:28,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Shanghai (CHN),01 DEC 2013,1198
17,2:23:34,,Ryoko KIZAKI,21 JUN 1985,JPN,1,,Nagoya (JPN),10 MAR 2013,1197
17,2:23:34,,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,3,,Paris (FRA),07 APR 2013,1197
19,2:23:39,,Kiros REDA,13 JAN 1988,ETH,2,,Dubai (UAE),25 JAN 2013,1196
20,2:23:43,,Mulu SEBOKA,25 SEP 1984,ETH,2,,Daegu (KOR),14 APR 2013,1195
21,2:23:50,,Amane GOBENA,11 SEP 1986,ETH,3,,Dubai (UAE),25 JAN 2013,1194
22,2:23:59,,Abebech AFEWORK,11 DEC 1990,ETH,2,,Rotterdam (NED),14 APR 2013,1193
23,2:24:03,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,3,,Daegu (KOR),14 APR 2013,1192
24,2:24:05,,Mizuki NOGUCHI,03 JUL 1978,JPN,3,,Nagoya (JPN),10 MAR 2013,1192
25,2:24:06,,Yeshi ESAYIAS,28 DEC 1985,ETH,6,,Frankfurt (GER),27 OCT 2013,1191
26,2:24:21,,Kayoko FUKUSHI,25 MAR 1982,JPN,1,,Osaka (JPN),27 JAN 2013,1189
27,2:24:26,,Bizunesh DEBA,08 SEP 1987,ETH,2,,"Houston, TX (USA)",13 JAN 2013,1188
28,2:24:30,,Aheza KIROS,16 OCT 1985,ETH,4,,Dubai (UAE),25 JAN 2013,1187
29,2:24:34,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Wien (AUT),14 APR 2013,1187
30,2:24:40,,Helena Loshanyang KIROP,09 SEP 1976,KEN,1,,Roma (ITA),17 MAR 2013,1186
31,2:24:43,,Yukiko AKABA,18 OCT 1979,JPN,3,,London (GBR),21 APR 2013,1185
32,2:24:54,,Irina MIKITENKO,23 AUG 1972,GER,3,,Berlin (GER),29 SEP 2013,1183
33,2:25:01,,Belaynesh OLJIRA,26 JUN 1990,ETH,5,,Dubai (UAE),25 JAN 2013,1182
34,2:25:09,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,4,,Paris (FRA),07 APR 2013,1181
35,2:25:14,,Atsede BAYISA,16 APR 1987,ETH,4,,London (GBR),21 APR 2013,1180
36,2:25:15,,Salomie Kassa GETNET,10 APR 1986,ETH,2,,Roma (ITA),17 MAR 2013,1180
37,2:25:17,,Meskerem ASSEFA,03 OCT 1991,ETH,3,,"Houston, TX (USA)",13 JAN 2013,1180
38,2:25:22,,Agnes KIPROP,14 JAN 1980,KEN,5,,Paris (FRA),07 APR 2013,1179
39,2:25:44,,Lisa Christina NEMEC,18 MAY 1984,CRO,1,,Zürich (SUI),07 APR 2013,1175
40,2:25:45,,Misikir DEMISSE,23 JUL 1986,ETH,2,,Ottawa (CAN),26 MAY 2013,1175
41,2:25:46,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,4,,Nagoya (JPN),10 MAR 2013,1175
41,2:25:46,,Meselech MELKAMU,19 APR 1985,ETH,5,,London (GBR),21 APR 2013,1175
43,2:25:47,,Shitaye BEDASO,1988,ETH,6,,Dubai (UAE),25 JAN 2013,1175
44,2:25:53,,Emebet ETAA BEDADA,11 JAN 1990,ETH,2,,Seoul (KOR),17 MAR 2013,1174
45,2:25:55,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Yokohama (JPN),17 NOV 2013,1173
46,2:25:56,,Yuko WATANABE,03 NOV 1987,JPN,2,,Osaka (JPN),27 JAN 2013,1173
47,2:25:58,,Valeria STRANEO,05 APR 1976,ITA,2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1173
48,2:26:05,,Isabellah ANDERSSON,12 NOV 1980,SWE,7,,Dubai (UAE),25 JAN 2013,1172
48,2:26:05,,Lisa WEIGHTMAN,16 JAN 1979,AUS,1,,Melbourne (AUS),13 OCT 2013,1172
50,2:26:07,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Hengshui (CHN),21 SEP 2013,1171
51,2:26:15,,Meseret LEGESE,26 AUG 1987,ETH,2,,Hengshui (CHN),21 SEP 2013,1170
52,2:26:17,,Eri HAYAKAWA,15 NOV 1981,JPN,5,,Nagoya (JPN),10 MAR 2013,1170
53,2:26:18,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,3,,Seoul (KOR),17 MAR 2013,1169
54,2:26:20,,Mestawat TUFA,14 SEP 1983,ETH,6,,Nagoya (JPN),10 MAR 2013,1169
55,2:26:24,,Melkam GIZAW,17 SEP 1990,ETH,1,,Düsseldorf (GER),28 APR 2013,1168
56,2:26:32,,Mi Gyong KIM,17 OCT 1991,PRK,1,,Pyongyang (PRK),14 APR 2013,1167
57,2:26:34,,Ashu KASIM,20 OCT 1984,ETH,3,,Shanghai (CHN),01 DEC 2013,1167
58,2:26:41,,Mari OZAKI,16 JUL 1975,JPN,3,,Osaka (JPN),27 JAN 2013,1166
59,2:26:42,,Hilde KIBET,27 MAR 1981,NED,3,,Rotterdam (NED),14 APR 2013,1165
60,2:26:43,,Sechale DALASA,20 SEP 1991,ETH,2,,Toronto (CAN),20 OCT 2013,1165
61,2:26:45,,Karolina NADOLSKA,06 SEP 1981,POL,1,,Łódź (POL),14 APR 2013,1165
62,2:27:00,,Caroline ROTICH,13 MAY 1984,KEN,1,,Praha (CZE),12 MAY 2013,1162
63,2:27:01,,Azalech MASRESHA,04 MAY 1988,ETH,1,,Valencia (ESP),17 NOV 2013,1162
64,2:27:03,,Alessandra AGUILAR,01 JUL 1978,ESP,4,,Rotterdam (NED),14 APR 2013,1162
65,2:27:07,,Olena BURKOVSKA,09 AUG 1981,UKR,1,,Hannover (GER),05 MAY 2013,1161
66,2:27:10,,Sultan HAYDAR,23 JUN 1987,TUR,3,,Roma (ITA),17 MAR 2013,1161
67,2:27:17,,Yoko MIYAUCHI,19 JUN 1983,JPN,7,,Nagoya (JPN),10 MAR 2013,1160
68,2:27:19,,Eunice KALES,06 DEC 1984,KEN,2,,Melbourne (AUS),13 OCT 2013,1159
69,2:27:20,,Sung-eun KIM,24 FEB 1989,KOR,4,,Seoul (KOR),17 MAR 2013,1159
70,2:27:27,,Caroline CHEPKWONY,24 JUL 1985,KEN,1,,Ljubljana (SLO),27 OCT 2013,1158
71,2:27:35,,Fatuma SADO,11 OCT 1991,ETH,1,,Xiamen (CHN),05 JAN 2013,1157
72,2:27:44,,Netsanet ACHAMO,14 DEC 1987,ETH,4,,Ottawa (CAN),26 MAY 2013,1155
73,2:27:47,,Ashete BEKERE,17 APR 1988,ETH,1,,Košice (SVK),06 OCT 2013,1155
74,2:27:52,,Rebeca CHESIRE,04 DEC 1992,KEN,2,,Düsseldorf (GER),28 APR 2013,1154
75,2:27:54,,Beata NAIGAMBO,11 MAR 1980,NAM,9,,Dubai (UAE),25 JAN 2013,1153
76,2:27:55,,Anna HAHNER,20 NOV 1989,GER,8,,Frankfurt (GER),27 OCT 2013,1153
77,2:28:00,,Lanni MARCHANT,11 APR 1984,CAN,3,,Toronto (CAN),20 OCT 2013,1152
78,2:28:01,,Serena BURLA,29 JUL 1982,USA,2,,Amsterdam (NED),20 OCT 2013,1152
79,2:28:02,,Helah Jelagat KIPROP,07 APR 1985,KEN,4,,Berlin (GER),29 SEP 2013,1152
79,2:28:02,,Marta MEGRA,30 DEC 1990,ETH,2,,Košice (SVK),06 OCT 2013,1152
81,2:28:03,,Fantu JIMMA,11 SEP 1987,ETH,6,,Paris (FRA),07 APR 2013,1152
82,2:28:08,,Genet GETANEH,06 JAN 1986,ETH,8,,Nagoya (JPN),10 MAR 2013,1151
83,2:28:14,,Christelle DAUNAY,05 DEC 1974,FRA,4,,"New York, NY (USA)",03 NOV 2013,1150
84,2:28:22,,Lydia Jerotich RUTTO,25 SEP 1984,KEN,5,,Seoul (KOR),17 MAR 2013,1149
85,2:28:23,,Milka JEROTICH,1986,KEN,1,,Warszawa (POL),21 APR 2013,1149
86,2:28:30,,Yoshimi OZAKI,01 JUL 1981,JPN,5,,Tokyo (JPN),24 FEB 2013,1147
87,2:28:32,,Hye Gyong KIM,09 MAR 1993,PRK,2,,Pyongyang (PRK),14 APR 2013,1147
87,2:28:32,,Krista DUCHENE,09 JAN 1977,CAN,4,,Toronto (CAN),20 OCT 2013,1147
89,2:28:36,,Janet Jelagat RONO,08 DEC 1988,KEN,1,,Köln (GER),13 OCT 2013,1146
89,2:28:36,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,3,,Amsterdam (NED),20 OCT 2013,1146
91,2:28:37,,Mai ITO,23 MAY 1984,JPN,7,,London (GBR),21 APR 2013,1146
92,2:28:47,,Azusa NOJIRI,06 JUN 1982,JPN,2,,Yokohama (JPN),17 NOV 2013,1145
93,2:28:49,,Kimberley SMITH,19 NOV 1981,NZL,6,,"New York, NY (USA)",03 NOV 2013,1144
94,2:28:53,,Philes ONGORI,19 JUL 1986,KEN,2,,Praha (CZE),12 MAY 2013,1144
95,2:28:54,,Faith Cheruto CHEMAOI,09 NOV 1979,KEN,2,,Valencia (ESP),17 NOV 2013,1143
96,2:29:10,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,7,,"New York, NY (USA)",03 NOV 2013,1141
97,2:29:11,,Jessica AUGUSTO,08 NOV 1981,POR,3,,Yokohama (JPN),17 NOV 2013,1141
98,2:29:12,,Eleni GEBREMEDHIN-GEBREHIWOT,03 AUG 1984,ETH,1,,Münster (GER),08 SEP 2013,1141
99,2:29:15,,Desiree DAVILA,26 JUL 1983,USA,5,,Berlin (GER),29 SEP 2013,1140
100,2:29:17,,Diana LOBACEVSKĖ,07 AUG 1980,LTU,1,,Hamburg (GER),21 APR 2013,1140
1,2:20:38,,Chunxiu ZHOU,15 NOV 1978,CHN,1,,London (GBR),22 APR 2007,1227
2,2:21:37,,Mizuki NOGUCHI,03 JUL 1978,JPN,1,,Tokyo (JPN),18 NOV 2007,1217
3,2:21:45,,Gete WAMI,11 DEC 1974,ETH,2,,London (GBR),22 APR 2007,1215
4,2:23:12,,Yanan WEI,06 DEC 1981,CHN,1,,Seoul (KOR),18 MAR 2007,1201
5,2:23:31,,Salina Jebet KOSGEI,16 NOV 1976,KEN,2,,Tokyo (JPN),18 NOV 2007,1197
6,2:23:48,,Yumiko HARA,09 JAN 1982,JPN,1,,Osaka (JPN),28 JAN 2007,1195
7,2:23:55,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,3,,London (GBR),22 APR 2007,1193
8,2:24:39,,Mari OZAKI,16 JUL 1975,JPN,2,,Osaka (JPN),28 JAN 2007,1186
9,2:24:43,,Yuri KANO,27 OCT 1978,JPN,3,,Osaka (JPN),28 JAN 2007,1185
10,2:24:46,,Lornah KIPLAGAT,01 MAY 1974,NED,5,,London (GBR),22 APR 2007,1185
11,2:24:51,,Irina MIKITENKO,23 AUG 1972,GER,2,,Berlin (GER),30 SEP 2007,1184
12,2:25:07,,Askale Magarsa TAFA,27 SEP 1984,ETH,1,,Paris (FRA),15 APR 2007,1181
13,2:25:08,,Souad AIT SALEM,06 JAN 1979,ALG,1,,Roma (ITA),18 MAR 2007,1181
14,2:25:36,,Pamela CHEPCHUMBA,08 MAR 1979,KEN,1,,Milano (ITA),02 DEC 2007,1176
15,2:25:41,,Mara YAMAUCHI,13 AUG 1973,GBR,6,,London (GBR),22 APR 2007,1176
16,2:26:02,,Yong-Ok JONG,24 JAN 1981,PRK,1,,Pyongyang (PRK),08 APR 2007,1172
17,2:26:08,,Xiaolin ZHU,20 FEB 1984,CHN,1,,Xiamen (CHN),31 MAR 2007,1171
18,2:26:27,,Helah Jelagat KIPROP,07 APR 1985,KEN,3,,Berlin (GER),30 SEP 2007,1168
19,2:26:37,,Hiromi OMINAMI,15 NOV 1975,JPN,1,,Rotterdam (NED),15 APR 2007,1166
20,2:26:46,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,,Roma (ITA),18 MAR 2007,1165
21,2:26:52,,Dire TUNE,19 JUN 1985,ETH,1,,"Houston, TX (USA)",14 JAN 2007,1164
22,2:26:54,,Irina TIMOFEYEVA,05 APR 1970,RUS,4,,Berlin (GER),30 SEP 2007,1163
23,2:26:56,,Kum-Ok KIM,09 DEC 1988,PRK,2,,Pyongyang (PRK),08 APR 2007,1163
24,2:27:02,,Lenah CHERUIYOT,01 MAR 1973,KEN,1,,Venezia (ITA),28 OCT 2007,1162
25,2:27:05,,Rong CHEN,18 MAY 1988,CHN,1,,Beijing (CHN),21 OCT 2007,1162
26,2:27:20,,Yingying ZHANG,04 JAN 1990,CHN,2,,Beijing (CHN),21 OCT 2007,1159
27,2:27:25,,Rose CHERUIYOT,21 JUL 1976,KEN,2,,Seoul (KOR),18 MAR 2007,1158
28,2:27:35,,Bruna GENOVESE,24 SEP 1976,ITA,3,,Tokyo (JPN),18 NOV 2007,1157
29,2:27:46,,Xue BAI,13 DEC 1988,CHN,3,,Beijing (CHN),21 OCT 2007,1155
30,2:27:49,,Alevtina IVANOVA,22 MAY 1975,RUS,1,,Nagano (JPN),15 APR 2007,1154
31,2:28:03,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,1,,Treviso (ITA),25 MAR 2007,1152
32,2:28:16,,Magdalene CHEMJOR,12 NOV 1978,KEN,1,,Amsterdam (NED),21 OCT 2007,1150
33,2:28:22,,Gulnara VYGOVSKAYA,06 SEP 1980,RUS,2,,Paris (FRA),15 APR 2007,1149
34,2:28:25,,Bun-Hui JO,29 NOV 1979,PRK,3,,Pyongyang (PRK),08 APR 2007,1148
35,2:28:27,,Anne Jepkemboi KOSGEI,1980,KEN,2,,Venezia (ITA),28 OCT 2007,1148
36,2:28:33,,Naoko SAKAMOTO,14 NOV 1980,JPN,5,,Berlin (GER),30 SEP 2007,1147
37,2:28:39,,Akemi OZAKI,12 OCT 1977,JPN,4,,Tokyo (JPN),18 NOV 2007,1146
38,2:28:47,,Yingying ZHU,18 AUG 1988,CHN,4,,Beijing (CHN),21 OCT 2007,1145
39,2:28:49,,Yasuko HASHIMOTO,12 AUG 1975,JPN,1,,Nagoya (JPN),11 MAR 2007,1144
40,2:28:53,,Helena JAVORNIK,26 MAR 1966,SLO,3,,Roma (ITA),18 MAR 2007,1144
41,2:28:54,,Pyo UN-SUK,13 JUN 1981,PRK,4,,Pyongyang (PRK),08 APR 2007,1143
