Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
65,2:26:51,,Gerda STEYN,03 MAR 1990,RSA,7,,London (GBR),04 OCT 2020,1164,2020,0 days 02:26:51,8811,ZAF,za,:za:,,F
66,2:26:54,,Hiwot AYALEW,06 MAR 1990,ETH,4,,Xiamen (CHN),05 JAN 2020,1163,2020,0 days 02:26:54,8814,ETH,et,:et:,Ethiopia,F
67,2:26:55,,Deborah SCHÖNEBORN,13 MAR 1994,GER,12,,Valencia (ESP),06 DEC 2020,1163,2020,0 days 02:26:55,8815,DEU,de,:de:,,F
68,2:26:59,,Bizunesh DEBA,08 SEP 1987,ETH,7,,Dubai (UAE),24 JAN 2020,1163,2020,0 days 02:26:59,8819,ETH,et,:et:,Ethiopia,F
68,2:26:59,,Dan LI,01 MAY 1995,CHN,1,,Nanjing (CHN),29 NOV 2020,1163,2020,0 days 02:26:59,8819,CHN,cn,:cn:,China,F
70,2:27:03,,Yebrgual MELESE,18 APR 1990,ETH,5,,Xiamen (CHN),05 JAN 2020,1162,2020,0 days 02:27:03,8823,ETH,et,:et:,Ethiopia,F
71,2:27:07,,Gladys TEJEDA,30 SEP 1985,PER,6,,Sevilla (ESP),23 FEB 2020,1161,2020,0 days 02:27:07,8827,PER,pe,:pe:,Peru,F
71,2:27:07,,Sinead DIVER,17 FEB 1977,AUS,8,,London (GBR),04 OCT 2020,1161,2020,0 days 02:27:07,8827,AUS,au,:au:,Australia,F
73,2:27:08,,Marta GALIMANY,05 OCT 1985,ESP,13,,Valencia (ESP),06 DEC 2020,1161,2020,0 days 02:27:08,8828,ESP,es,:es:,Spain,F
73,2:27:08,,Sardana TROFIMOVA,28 MAR 1988,RUS,1,,Sochi (RUS),06 DEC 2020,1161,2020,0 days 02:27:08,8828,RUS,ru,:ru:,Russian Federation,F
75,2:27:14,,Rodah JEPKORIR,25 APR 1991,KEN,2,,Mumbai (IND),19 JAN 2020,1160,2020,0 days 02:27:14,8834,KEN,ke,:ke:,Kenya,F
76,2:27:18,,Fatuma SADO,11 OCT 1991,ETH,8,,Osaka (JPN),26 JAN 2020,1159,2020,0 days 02:27:18,8838,ETH,et,:et:,Ethiopia,F
77,2:27:20,,Birhan MHRETU,13 MAR 1999,ETH,6,,Xiamen (CHN),05 JAN 2020,1159,2020,0 days 02:27:20,8840,ETH,et,:et:,Ethiopia,F
78,2:27:22,,Tsehay Gebre GETISO,11 SEP 1992,ETH,7,,Xiamen (CHN),05 JAN 2020,1159,2020,0 days 02:27:22,8842,ETH,et,:et:,Ethiopia,F
79,2:27:23,,Aliphine Chepkerker TULIAMUK,05 APR 1989,USA,1,,"Atlanta, GA (USA)",29 FEB 2020,1159,2020,0 days 02:27:23,8843,USA,us,:us:,United States,F
80,2:27:29,,Darya MYKHAYLOVA,29 APR 1989,UKR,9,,London (GBR),04 OCT 2020,1158,2020,0 days 02:27:29,8849,UKR,ua,:ua:,Ukraine,F
81,2:27:34,,Shitaye ESHETE,21 MAY 1990,BRN,8,,Tokyo (JPN),01 MAR 2020,1157,2020,0 days 02:27:34,8854,BRN,bn,:bn:,Brunei Darussalam,F
82,2:27:39,,Webalem BAZANEW,15 SEP 1989,ETH,1,,Castellón (ESP),16 FEB 2020,1156,2020,0 days 02:27:39,8859,ETH,et,:et:,Ethiopia,F
83,2:27:41,,Zinash DEBEBE,12 OCT 1996,ETH,8,,Xiamen (CHN),05 JAN 2020,1156,2020,0 days 02:27:41,8861,ETH,et,:et:,Ethiopia,F
84,2:27:42,,Shure DEMISE,21 JAN 1996,ETH,9,,Tokyo (JPN),01 MAR 2020,1155,2020,0 days 02:27:42,8862,ETH,et,:et:,Ethiopia,F
85,2:27:50,,Haftamnesh TESFAYE,28 APR 1994,ETH,9,,Osaka (JPN),26 JAN 2020,1154,2020,0 days 02:27:50,8870,ETH,et,:et:,Ethiopia,F
85,2:27:50,,Beji BEKELU,21 AUG 1999,ETH,7,,Sevilla (ESP),23 FEB 2020,1154,2020,0 days 02:27:50,8870,ETH,et,:et:,Ethiopia,F
87,2:27:51,,Hanae TANAKA,12 FEB 1990,JPN,10,,Osaka (JPN),26 JAN 2020,1154,2020,0 days 02:27:51,8871,JPN,jp,:jp:,Japan,F
88,2:27:54,,Ayaka INOUE,19 JUN 1991,JPN,11,,Osaka (JPN),26 JAN 2020,1153,2020,0 days 02:27:54,8874,JPN,jp,:jp:,Japan,F
89,2:27:56,,Hawi Alemu NEGARI,24 JAN 1998,ETH,1,,Marrakech (MAR),26 JAN 2020,1153,2020,0 days 02:27:56,8876,ETH,et,:et:,Ethiopia,F
90,2:27:57,,Naom JEBET,05 APR 1994,KEN,2,,Castellón (ESP),16 FEB 2020,1153,2020,0 days 02:27:57,8877,KEN,ke,:ke:,Kenya,F
91,2:28:03,,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,12,,Osaka (JPN),26 JAN 2020,1152,2020,0 days 02:28:03,8883,MNG,mn,:mn:,,F
91,2:28:03,,Giovanna EPIS,11 OCT 1988,ITA,1,,Reggio Emilia (ITA),13 DEC 2020,1152,2020,0 days 02:28:03,8883,ITA,it,:it:,Italy,F
93,2:28:05,,Melkam GIZAW,17 SEP 1990,ETH,8,,Sevilla (ESP),23 FEB 2020,1152,2020,0 days 02:28:05,8885,ETH,et,:et:,Ethiopia,F
94,2:28:07,,Souad KABOUCHIA,12 AUG 1982,MAR,2,,Marrakech (MAR),26 JAN 2020,1151,2020,0 days 02:28:07,8887,MAR,ma,:ma:,Morocco,F
95,2:28:12,,Rei OHARA,10 AUG 1990,JPN,13,,Osaka (JPN),26 JAN 2020,1150,2020,0 days 02:28:12,8892,JPN,jp,:jp:,Japan,F
96,2:28:18,,Valary JEMELI,08 JUN 1991,KEN,10,,London (GBR),04 OCT 2020,1149,2020,0 days 02:28:18,8898,KEN,ke,:ke:,Kenya,F
97,2:28:20,,Bere AYALEW,12 SEP 1999,ETH,3,,Marrakech (MAR),26 JAN 2020,1149,2020,0 days 02:28:20,8900,ETH,et,:et:,Ethiopia,F
98,2:28:23,,Chaltu NEGESSE,20 SEP 1992,ETH,4,,Marrakech (MAR),26 JAN 2020,1149,2020,0 days 02:28:23,8903,ETH,et,:et:,Ethiopia,F
99,2:28:24,,Andrea Paola BONILLA,05 DEC 1986,ECU,14,,Valencia (ESP),06 DEC 2020,1148,2020,0 days 02:28:24,8904,ECU,ec,:ec:,Ecuador,F
100,2:28:25,,Anja SCHERL,12 APR 1986,GER,9,,Sevilla (ESP),23 FEB 2020,1148,2020,0 days 02:28:25,8905,DEU,de,:de:,,F
1,2:17:43,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,,London (GBR),03 OCT 2021,1257,2021,0 days 02:17:43,8263,KEN,ke,:ke:,Kenya,F
2,2:17:57,,Angela TANUI,27 JUL 1992,KEN,1,,Amsterdam (NED),17 OCT 2021,1254,2021,0 days 02:17:57,8277,KEN,ke,:ke:,Kenya,F
3,2:17:58,,Degitu AZIMERAW,24 JAN 1999,ETH,2,,London (GBR),03 OCT 2021,1254,2021,0 days 02:17:58,8278,ETH,et,:et:,Ethiopia,F
4,2:18:18,,Ashete BEKERE,17 APR 1988,ETH,3,,London (GBR),03 OCT 2021,1251,2021,0 days 02:18:18,8298,ETH,et,:et:,Ethiopia,F
5,2:18:40,,Brigid KOSGEI,20 FEB 1994,KEN,4,,London (GBR),03 OCT 2021,1247,2021,0 days 02:18:40,8320,KEN,ke,:ke:,Kenya,F
6,2:18:54,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,5,,London (GBR),03 OCT 2021,1245,2021,0 days 02:18:54,8334,ISR,il,:il:,Israel,F
7,2:19:31,,Nancy JELAGAT,1986,KEN,1,,Valencia (ESP),05 DEC 2021,1238,2021,0 days 02:19:31,8371,KEN,ke,:ke:,Kenya,F
8,2:19:35,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,1,,Milano (ITA),16 MAY 2021,1238,2021,0 days 02:19:35,8375,ETH,et,:et:,Ethiopia,F
9,2:20:09,,Gotytom GEBRESLASE,15 JAN 1995,ETH,1,,Berlin (GER),26 SEP 2021,1232,2021,0 days 02:20:09,8409,ETH,et,:et:,Ethiopia,F
10,2:20:14,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,,Praha (CZE),30 MAY 2021,1231,2021,0 days 02:20:14,8414,KEN,ke,:ke:,Kenya,F
11,2:20:16,,Etagegne WOLDU,10 MAY 1996,ETH,2,,Valencia (ESP),05 DEC 2021,1231,2021,0 days 02:20:16,8416,ETH,et,:et:,Ethiopia,F
12,2:20:18,,Maurine CHEPKEMOI,24 MAY 1998,KEN,2,,Amsterdam (NED),17 OCT 2021,1230,2021,0 days 02:20:18,8418,KEN,ke,:ke:,Kenya,F
13,2:20:19,,Haven Hailu DESSE,10 SEP 1998,ETH,3,,Amsterdam (NED),17 OCT 2021,1230,2021,0 days 02:20:19,8419,ETH,et,:et:,Ethiopia,F
14,2:20:35,,Valary JEMELI,08 JUN 1991,KEN,6,,London (GBR),03 OCT 2021,1227,2021,0 days 02:20:35,8435,KEN,ke,:ke:,Kenya,F
15,2:21:11,,Mao ICHIYAMA,29 MAY 1997,JPN,1,,Osaka (JPN),31 JAN 2021,1221,2021,0 days 02:21:11,8471,JPN,jp,:jp:,Japan,F
16,2:21:22,,Gebeyanesh AYELE,01 MAY 1995,ETH,4,,Amsterdam (NED),17 OCT 2021,1219,2021,0 days 02:21:22,8482,ETH,et,:et:,Ethiopia,F
17,2:21:23,,Joan Chelimo MELLY,10 NOV 1990,ROU,7,,London (GBR),03 OCT 2021,1219,2021,0 days 02:21:23,8483,ROU,ro,:ro:,Romania,F
18,2:21:40,,Zeineba YIMER,17 JUN 1998,ETH,8,,London (GBR),03 OCT 2021,1216,2021,0 days 02:21:40,8500,ETH,et,:et:,Ethiopia,F
19,2:21:46,,Gutemi Shone IMANA,17 NOV 1991,ETH,2,,Praha (CZE),30 MAY 2021,1215,2021,0 days 02:21:46,8506,ETH,et,:et:,Ethiopia,F
20,2:21:51,,Mizuki MATSUDA,31 MAY 1995,JPN,1,,Nagoya (JPN),14 MAR 2021,1214,2021,0 days 02:21:51,8511,JPN,jp,:jp:,Japan,F
21,2:22:08,,Stellah Jepngetich BARSOSIO,12 MAR 1993,KEN,1,,Rotterdam (NED),24 OCT 2021,1211,2021,0 days 02:22:08,8528,KEN,ke,:ke:,Kenya,F
22,2:22:30,,Judith Jeptum KORIR,12 DEC 1995,KEN,1,,Abu Dhabi (UAE),26 NOV 2021,1208,2021,0 days 02:22:30,8550,KEN,ke,:ke:,Kenya,F
23,2:22:31,,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,,"Chicago, IL (USA)",10 OCT 2021,1208,2021,0 days 02:22:31,8551,KEN,ke,:ke:,Kenya,F
24,2:22:39,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,,"New York, NY (USA)",07 NOV 2021,1206,2021,0 days 02:22:39,8559,KEN,ke,:ke:,Kenya,F
25,2:22:44,,Violah CHEPTOO,01 MAR 1989,KEN,2,,"New York, NY (USA)",07 NOV 2021,1205,2021,0 days 02:22:44,8564,KEN,ke,:ke:,Kenya,F
26,2:22:45,,Tigist GIRMA,12 JUL 1993,ETH,9,,London (GBR),03 OCT 2021,1205,2021,0 days 02:22:45,8565,ETH,et,:et:,Ethiopia,F
27,2:22:46,,Purity CHANGWONY,1990,KEN,2,,Siena (ITA),11 APR 2021,1205,2021,0 days 02:22:46,8566,KEN,ke,:ke:,Kenya,F
28,2:22:52,,Ababel YESHANEH,22 JUL 1991,ETH,3,,"New York, NY (USA)",07 NOV 2021,1204,2021,0 days 02:22:52,8572,ETH,et,:et:,Ethiopia,F
29,2:22:58,,Bedatu HIRPA,28 APR 1999,ETH,4,,Praha (CZE),30 MAY 2021,1203,2021,0 days 02:22:58,8578,ETH,et,:et:,Ethiopia,F
30,2:23:04,,Beyenu DEGEFA,12 JUL 1999,ETH,3,,Valencia (ESP),05 DEC 2021,1202,2021,0 days 02:23:04,8584,ETH,et,:et:,Ethiopia,F
31,2:23:05,,Helen BEKELE,21 NOV 1994,ETH,3,,Berlin (GER),26 SEP 2021,1202,2021,0 days 02:23:05,8585,ETH,et,:et:,Ethiopia,F
32,2:23:10,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Milano (ITA),16 MAY 2021,1201,2021,0 days 02:23:10,8590,BRN,bn,:bn:,Brunei Darussalam,F
33,2:23:20,,Rahma TUSA,14 SEP 1993,ETH,4,,Valencia (ESP),05 DEC 2021,1199,2021,0 days 02:23:20,8600,ETH,et,:et:,Ethiopia,F
34,2:23:26,,Charlotte PURDUE,10 JUN 1991,GBR,10,,London (GBR),03 OCT 2021,1198,2021,0 days 02:23:26,8606,GBR,gb,:gb:,United Kingdom,F
35,2:23:30,,Honami MAEDA,17 JUL 1996,JPN,2,,Osaka (JPN),31 JAN 2021,1198,2021,0 days 02:23:30,8610,JPN,jp,:jp:,Japan,F
36,2:23:38,,Bethelhem MOGES,03 MAY 1991,ETH,3,,Milano (ITA),16 MAY 2021,1196,2021,0 days 02:23:38,8618,ETH,et,:et:,Ethiopia,F
36,2:23:38,,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,1,,La Rochelle (FRA),28 NOV 2021,1196,2021,0 days 02:23:38,8618,KEN,ke,:ke:,Kenya,F
38,2:23:45,,Risper CHEBET,06 JUN 1992,KEN,4,,Milano (ITA),16 MAY 2021,1195,2021,0 days 02:23:45,8625,KEN,ke,:ke:,Kenya,F
39,2:23:53,,Tadu TESHOME,09 JUN 2001,ETH,1,,Barcelona (ESP),07 NOV 2021,1194,2021,0 days 02:23:53,8633,ETH,et,:et:,Ethiopia,F
40,2:23:58,,Fionnuala MCCORMACK,24 SEP 1984,IRL,5,,Valencia (ESP),05 DEC 2021,1193,2021,0 days 02:23:58,8638,IRL,ie,:ie:,Ireland,F
41,2:24:01,,Azmera GEBRU,31 OCT 1995,ETH,6,,Valencia (ESP),05 DEC 2021,1192,2021,0 days 02:24:01,8641,ETH,et,:et:,Ethiopia,F
42,2:24:09,,Sisay Meseret GOLA,30 DEC 1997,ETH,2,,Barcelona (ESP),07 NOV 2021,1191,2021,0 days 02:24:09,8649,ETH,et,:et:,Ethiopia,F
43,2:24:13,,Adanech ANBESA,23 JAN 1998,ETH,7,,Valencia (ESP),05 DEC 2021,1190,2021,0 days 02:24:13,8653,ETH,et,:et:,Ethiopia,F
44,2:24:15,,Sheila JEROTICH,06 JUN 1989,KEN,1,,Istanbul (TUR),07 NOV 2021,1190,2021,0 days 02:24:15,8655,KEN,ke,:ke:,Kenya,F
45,2:24:16,,Betty Wilson LEMPUS,09 JUL 1991,KEN,5,,Praha (CZE),30 MAY 2021,1190,2021,0 days 02:24:16,8656,KEN,ke,:ke:,Kenya,F
46,2:24:20,,Antonina KWAMBAI,01 APR 1992,KEN,5,,Siena (ITA),11 APR 2021,1189,2021,0 days 02:24:20,8660,KEN,ke,:ke:,Kenya,F
46,2:24:20,,Emma BATES,08 JUL 1992,USA,2,,"Chicago, IL (USA)",10 OCT 2021,1189,2021,0 days 02:24:20,8660,USA,us,:us:,United States,F
48,2:24:21,,Birhane DIBABA,11 SEP 1993,ETH,11,,London (GBR),03 OCT 2021,1189,2021,0 days 02:24:21,8661,ETH,et,:et:,Ethiopia,F
48,2:24:21,,Jackline CHEPNGENO,16 JAN 1993,KEN,2,,Istanbul (TUR),07 NOV 2021,1189,2021,0 days 02:24:21,8661,KEN,ke,:ke:,Kenya,F
50,2:24:23,,Tigist MEMUYE,26 OCT 1994,ETH,2,,Genève (SUI),02 MAY 2021,1189,2021,0 days 02:24:23,8663,ETH,et,:et:,Ethiopia,F
51,2:24:24,,Lucy KARIMI,06 OCT 1986,KEN,3,,Genève (SUI),02 MAY 2021,1188,2021,0 days 02:24:24,8664,KEN,ke,:ke:,Kenya,F
52,2:24:25,,Meseret BELETE,16 SEP 1999,ETH,3,,Barcelona (ESP),07 NOV 2021,1188,2021,0 days 02:24:25,8665,ETH,et,:et:,Ethiopia,F
53,2:24:29,,Vibian CHEPKURUI,05 JUN 1994,KEN,1,,Wien (AUT),12 SEP 2021,1188,2021,0 days 02:24:29,8669,KEN,ke,:ke:,Kenya,F
54,2:24:32,,Sayaka SATO,27 MAY 1994,JPN,2,,Nagoya (JPN),14 MAR 2021,1187,2021,0 days 02:24:32,8672,JPN,jp,:jp:,Japan,F
54,2:24:32,,Delvine Relin MERINGOR,01 AUG 1992,KEN,6,,Siena (ITA),11 APR 2021,1187,2021,0 days 02:24:32,8672,KEN,ke,:ke:,Kenya,F
56,2:24:33,,Edith CHELIMO,16 JUL 1986,KEN,4,,Berlin (GER),26 SEP 2021,1187,2021,0 days 02:24:33,8673,KEN,ke,:ke:,Kenya,F
57,2:24:35,,Ayantu KUMELA,14 MAY 1996,ETH,1,,Košice (SVK),03 OCT 2021,1187,2021,0 days 02:24:35,8675,ETH,et,:et:,Ethiopia,F
58,2:24:41,,Yukari ABE,29 NOV 1991,JPN,3,,Osaka (JPN),31 JAN 2021,1186,2021,0 days 02:24:41,8681,JPN,jp,:jp:,Japan,F
59,2:24:42,,Maeregu HAYELOM,20 MAY 1999,ETH,2,,Košice (SVK),03 OCT 2021,1185,2021,0 days 02:24:42,8682,ETH,et,:et:,Ethiopia,F
59,2:24:42,,Molly SEIDEL,12 JUL 1994,USA,4,,"New York, NY (USA)",07 NOV 2021,1185,2021,0 days 02:24:42,8682,USA,us,:us:,United States,F
61,2:24:43,,Shure DEMISE,21 JAN 1996,ETH,5,,Berlin (GER),26 SEP 2021,1185,2021,0 days 02:24:43,8683,ETH,et,:et:,Ethiopia,F
62,2:24:45,,Ayantu ABDI,01 MAR 1992,ETH,3,,Istanbul (TUR),07 NOV 2021,1185,2021,0 days 02:24:45,8685,ETH,et,:et:,Ethiopia,F
63,2:24:50,,Yenenesh TILAHUN DINKESA,22 SEP 1994,ETH,5,,Milano (ITA),16 MAY 2021,1184,2021,0 days 02:24:50,8690,ETH,et,:et:,Ethiopia,F
63,2:24:50,,Tseginesh MEKONNIN,11 SEP 1992,ETH,1,,Málaga (ESP),12 DEC 2021,1184,2021,0 days 02:24:50,8690,ETH,et,:et:,Ethiopia,F
65,2:24:51,,Bekelech GUDETA,11 OCT 1997,ETH,4,,Barcelona (ESP),07 NOV 2021,1184,2021,0 days 02:24:51,8691,ETH,et,:et:,Ethiopia,F
66,2:24:52,,Mao UESUGI,16 AUG 1995,JPN,4,,Osaka (JPN),31 JAN 2021,1184,2021,0 days 02:24:52,8692,JPN,jp,:jp:,Japan,F
67,2:24:53,,Sentayehu LEWETEGN,09 MAY 1996,ETH,6,,Milano (ITA),16 MAY 2021,1184,2021,0 days 02:24:53,8693,ETH,et,:et:,Ethiopia,F
68,2:24:54,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,8,,Valencia (ESP),05 DEC 2021,1183,2021,0 days 02:24:54,8694,KEN,ke,:ke:,Kenya,F
69,2:24:58,,Fancy CHEMUTAI,20 MAR 1995,KEN,6,,Berlin (GER),26 SEP 2021,1183,2021,0 days 02:24:58,8698,KEN,ke,:ke:,Kenya,F
70,2:25:00,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,3,,Košice (SVK),03 OCT 2021,1182,2021,0 days 02:25:00,8700,ETH,et,:et:,Ethiopia,F
71,2:25:02,,Yeneabeba EIGU,12 SEP 1999,ETH,2,,Málaga (ESP),12 DEC 2021,1182,2021,0 days 02:25:02,8702,ETH,et,:et:,Ethiopia,F
72,2:25:07,,Bere AYALEW,12 SEP 1999,ETH,1,,Lisboa (POR),17 OCT 2021,1181,2021,0 days 02:25:07,8707,ETH,et,:et:,Ethiopia,F
73,2:25:12,,Meseret DINKE,22 SEP 1996,ETH,9,,Valencia (ESP),05 DEC 2021,1180,2021,0 days 02:25:12,8712,ETH,et,:et:,Ethiopia,F
74,2:25:15,,Jessica STENSON,15 AUG 1987,AUS,1,,Perth (AUS),17 OCT 2021,1180,2021,0 days 02:25:15,8715,AUS,au,:au:,Australia,F
75,2:25:20,,Giovanna EPIS,11 OCT 1988,ITA,10,,Valencia (ESP),05 DEC 2021,1179,2021,0 days 02:25:20,8720,ITA,it,:it:,Italy,F
75,2:25:20,,Beatrice CHEPTOO,01 JUN 1993,KEN,3,,Málaga (ESP),12 DEC 2021,1179,2021,0 days 02:25:20,8720,KEN,ke,:ke:,Kenya,F
77,2:25:28,,Gerda STEYN,03 MAR 1990,RSA,8,,Siena (ITA),11 APR 2021,1178,2021,0 days 02:25:28,8728,ZAF,za,:za:,,F
78,2:25:32,,Aberash FAYESA,1995,ETH,2,,La Rochelle (FRA),28 NOV 2021,1177,2021,0 days 02:25:32,8732,ETH,et,:et:,Ethiopia,F
79,2:25:37,,Bornes CHEPKIRUI,23 NOV 1986,KEN,11,,Valencia (ESP),05 DEC 2021,1176,2021,0 days 02:25:37,8737,KEN,ke,:ke:,Kenya,F
80,2:25:38,,Gelete BURKA,23 JAN 1986,ETH,3,,Wien (AUT),12 SEP 2021,1176,2021,0 days 02:25:38,8738,ETH,et,:et:,Ethiopia,F
81,2:25:44,,Lydia Naliaka SIMIYU,24 APR 1996,KEN,1,,Cape Town (RSA),17 OCT 2021,1175,2021,0 days 02:25:44,8744,KEN,ke,:ke:,Kenya,F
82,2:25:59,,Katharina STEINRUCK,22 AUG 1989,GER,1,,Enschede (NED),18 APR 2021,1173,2021,0 days 02:25:59,8759,DEU,de,:de:,,F
83,2:26:08,,Aleksandra LISOWSKA,12 DEC 1990,POL,1,,Debno (POL),18 APR 2021,1171,2021,0 days 02:26:08,8768,POL,pl,:pl:,Poland,F
83,2:26:08,,Bojana BJELJAC,10 APR 1989,CRO,12,,Valencia (ESP),05 DEC 2021,1171,2021,0 days 02:26:08,8768,CRO,,,,F
85,2:26:09,,Helalia JOHANNES,13 AUG 1980,NAM,5,,"New York, NY (USA)",07 NOV 2021,1171,2021,0 days 02:26:09,8769,NAM,na,:na:,Namibia,F
86,2:26:10,,Kellyn TAYLOR,22 JUL 1986,USA,6,,"New York, NY (USA)",07 NOV 2021,1171,2021,0 days 02:26:10,8770,USA,us,:us:,United States,F
87,2:26:11,,Esther CHESANG,26 OCT 1994,KEN,5,,Barcelona (ESP),07 NOV 2021,1171,2021,0 days 02:26:11,8771,KEN,ke,:ke:,Kenya,F
88,2:26:12,,Aynalem KASSAHUN,28 NOV 1993,ETH,3,,Cape Town (RSA),17 OCT 2021,1170,2021,0 days 02:26:12,8772,ETH,et,:et:,Ethiopia,F
89,2:26:13,,Tigist ABAYECHEW,22 FEB 1994,ETH,6,,Praha (CZE),30 MAY 2021,1170,2021,0 days 02:26:13,8773,ETH,et,:et:,Ethiopia,F
90,2:26:14,,Fabienne SCHLUMPF,17 NOV 1990,SUI,2,,Belp (SUI),03 APR 2021,1170,2021,0 days 02:26:14,8774,CHE,ch,:ch:,,F
91,2:26:15,,Ayumi HAGIWARA,01 JUN 1992,JPN,5,,Osaka (JPN),31 JAN 2021,1170,2021,0 days 02:26:15,8775,JPN,jp,:jp:,Japan,F
92,2:26:18,,Annie FRISBIE,31 DEC 1996,USA,7,,"New York, NY (USA)",07 NOV 2021,1169,2021,0 days 02:26:18,8778,USA,us,:us:,United States,F
93,2:26:20,,Gadise MULU,14 NOV 1997,ETH,1,,Hamburg (GER),12 SEP 2021,1169,2021,0 days 02:26:20,8780,ETH,et,:et:,Ethiopia,F
94,2:26:21,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,2,,Izmir (TUR),11 APR 2021,1169,2021,0 days 02:26:21,8781,ETH,et,:et:,Ethiopia,F
94,2:26:21,,Fantu JIMMA,11 SEP 1987,ETH,3,,Paris (FRA),17 OCT 2021,1169,2021,0 days 02:26:21,8781,ETH,et,:et:,Ethiopia,F
96,2:26:26,,Natsumi MATSUSHITA,22 JAN 1995,JPN,3,,Nagoya (JPN),14 MAR 2021,1168,2021,0 days 02:26:26,8786,JPN,jp,:jp:,Japan,F
97,2:26:30,,Mirai WAKU,01 JUL 1995,JPN,4,,Nagoya (JPN),14 MAR 2021,1167,2021,0 days 02:26:30,8790,JPN,jp,:jp:,Japan,F
98,2:26:32,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,4,,Málaga (ESP),12 DEC 2021,1167,2021,0 days 02:26:32,8792,KEN,ke,:ke:,Kenya,F
99,2:26:33,,Gladys Jepkurui BIWOTT,22 FEB 1985,KEN,9,,Siena (ITA),11 APR 2021,1167,2021,0 days 02:26:33,8793,KEN,ke,:ke:,Kenya,F
100,2:26:34,,Nienke BRINKMAN,28 OCT 1993,NED,13,,Valencia (ESP),05 DEC 2021,1167,2021,0 days 02:26:34,8794,NLD,nl,:nl:,,F
1,2:22:11,,Irina MIKITENKO,23 AUG 1972,GER,1,,London (GBR),26 APR 2009,1211,2009,0 days 02:22:11,8531,DEU,de,:de:,,F
2,2:23:12,,Mara YAMAUCHI,13 AUG 1973,GBR,2,,London (GBR),26 APR 2009,1201,2009,0 days 02:23:12,8592,GBR,gb,:gb:,United Kingdom,F
3,2:23:42,,Yoko SHIBUI,14 MAR 1979,JPN,1,,Osaka (JPN),25 JAN 2009,1196,2009,0 days 02:23:42,8622,JPN,jp,:jp:,Japan,F
4,2:24:02,,Bezunesh BEKELE,29 JAN 1983,ETH,1f1,,Dubai (UAE),16 JAN 2009,1192,2009,0 days 02:24:02,8642,ETH,et,:et:,Ethiopia,F
5,2:24:18,,Teyba ERKESSO,30 OCT 1982,ETH,1f1,,"Houston, TX (USA)",18 JAN 2009,1189,2009,0 days 02:24:18,8658,ETH,et,:et:,Ethiopia,F
6,2:24:24,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,3,,London (GBR),26 APR 2009,1188,2009,0 days 02:24:24,8664,RUS,ru,:ru:,Russian Federation,F
7,2:24:42,,Atsede BAYISA,16 APR 1987,ETH,1,,Paris (FRA),05 APR 2009,1185,2009,0 days 02:24:42,8682,ETH,et,:et:,Ethiopia,F
8,2:24:47,,Atsede HABTAMU,26 OCT 1987,ETH,1,,Berlin (GER),20 SEP 2009,1185,2009,0 days 02:24:47,8687,ETH,et,:et:,Ethiopia,F
9,2:25:02,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,2,,Paris (FRA),05 APR 2009,1182,2009,0 days 02:25:02,8702,ETH,et,:et:,Ethiopia,F
10,2:25:06,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,4,,London (GBR),26 APR 2009,1181,2009,0 days 02:25:06,8706,RUS,ru,:ru:,Russian Federation,F
11,2:25:10,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,1,,Sapporo (JPN),30 AUG 2009,1181,2009,0 days 02:25:10,8710,JPN,jp,:jp:,Japan,F
12,2:25:15,,Xue BAI,13 DEC 1988,CHN,1,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1180,2009,0 days 02:25:15,8715,CHN,cn,:cn:,China,F
13,2:25:24,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Ljubljana (SLO),25 OCT 2009,1178,2009,0 days 02:25:24,8724,KEN,ke,:ke:,Kenya,F
14,2:25:25,,Yoshimi OZAKI,01 JUL 1981,JPN,2,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1178,2009,0 days 02:25:25,8725,JPN,jp,:jp:,Japan,F
15,2:25:30,,Berhane ADERE,23 NOV 1973,ETH,5,,London (GBR),26 APR 2009,1177,2009,0 days 02:25:30,8730,ETH,et,:et:,Ethiopia,F
